0,1,0.09704849502272031
0,2,0.19577109898845407
0,3,0.27637191036720044
0,4,0.3492823302144583
0,5,0.2966732650356493
0,6,0.37618840246187135
0,7,0.3833232348920447
0,8,0.37398973462420887
0,9,0.3219994919789735
0,10,0.446701511595379
0,11,0.5230197490495017
0,12,0.5808999478928105
0,13,0.3176486839655347
0,14,0.4432713240602113
0,15,0.5221642317934732
0,16,0.5856660763150726
0,17,0.2897515335799513
0,18,0.3992519832381339
0,19,0.4774180003478786
0,20,0.5464220430021417
1,2,0.10068766197986279
1,3,0.18183546963743996
1,4,0.25661461135700686
1,5,0.22942034415474527
1,6,0.3004066756793925
1,7,0.2992846881630511
1,8,0.284118599178987
1,9,0.266509331817085
1,10,0.3869749316303465
1,11,0.45884147149082377
1,12,0.5129579402117981
1,13,0.2756890360604234
1,14,0.39884282157849815
1,15,0.47449342308983716
1,16,0.5350354454060317
1,17,0.2643546541359343
1,18,0.3731420107416171
1,19,0.449151707205785
1,20,0.5156164420959833
2,3,0.08114781077440864
2,4,0.15634665140878454
2,5,0.16262616215350412
2,6,0.2166691689034922
2,7,0.20604894818542902
2,8,0.18553270536957678
2,9,0.21131877013685207
2,10,0.31836355286332085
2,11,0.38303455881273296
2,12,0.43217669463545777
2,13,0.23647082437775785
2,14,0.3470768089449099
2,15,0.41604716582190443
2,16,0.47173592327466835
2,17,0.246208206223717
2,18,0.34346231548748757
2,19,0.4128466577994796
2,20,0.473981861585126
3,4,0.07635256873070018
3,5,0.14179847111371408
3,6,0.1637487688844295
3,7,0.13872841420537363
3,8,0.10892712330471631
3,9,0.19536928988116367
3,10,0.27771151009316686
3,11,0.33174206846369914
3,12,0.37418801985294164
3,13,0.23345225551632848
3,14,0.3226719504465006
3,15,0.3820007871420843
3,16,0.4312227651183135
3,17,0.26061848328876985
3,18,0.34000187662578885
3,19,0.4000004605125996
3,20,0.4541317753560519
4,5,0.1447891656865832
4,6,0.12291043341760881
4,7,0.0803807365433459
4,8,0.0373454051149272
4,9,0.19217054761191363
4,10,0.23972964095310378
4,11,0.27986824087786644
4,12,0.3144313785372204
4,13,0.23785243015537927
4,14,0.29902277266960825
4,15,0.34604446593955196
4,16,0.3874354023277477
4,17,0.2782386011809417
4,18,0.3359501533449543
4,19,0.38428477015965523
4,20,0.42991455051241845
5,6,0.08498198474303174
5,7,0.11459556673027978
5,8,0.13794577505599132
5,9,0.05358543117694888
5,10,0.15840336238203875
5,11,0.22954536459740665
5,12,0.2851227664411235
5,13,0.0944807761628074
5,14,0.18575482172107827
5,15,0.2534393790491713
5,16,0.3100521531009704
5,17,0.13402347267663375
5,18,0.198731072700601
5,19,0.2587405279889122
5,20,0.3153588300101658
6,7,0.050987588718279214
6,8,0.09536860449339836
6,9,0.1001914611238368
6,10,0.11741340090824515
6,11,0.16853358859557327
6,12,0.21550783704906035
6,13,0.146513684040397
6,14,0.1776799152703263
6,15,0.2236952814631485
6,16,0.2685865278052122
6,17,0.19915506047744855
6,18,0.22636087679050218
6,19,0.26522436164094704
6,20,0.30753885086521454
7,8,0.047035663513599384
7,9,0.14486477436330944
7,10,0.16211321935237116
7,11,0.1996205435497557
7,12,0.23673713576468047
7,13,0.19234574186086392
7,14,0.22743727175491313
7,15,0.26789159418395186
7,16,0.3073047817961228
7,17,0.24216182425284763
7,18,0.2770309946197982
7,19,0.31570438947731
7,20,0.35591047161706607
8,9,0.17863814765023728
8,10,0.20910883901077698
8,11,0.2444353238294086
8,12,0.27741139036837625
8,13,0.2259122332568934
8,14,0.27302810245280773
8,15,0.31492664838034495
8,16,0.3536382188445985
8,17,0.2713767482442366
8,18,0.317695029475934
8,19,0.3604225658481779
8,20,0.4023561546714553
9,10,0.12480258933194723
9,11,0.2023270035021106
9,12,0.2623804068024327
9,13,0.047583163261263946
9,14,0.13597305513774902
9,15,0.20845736011713428
9,16,0.2685400715307182
9,17,0.09899621084624212
9,18,0.1458653675021035
9,19,0.20537677700601503
9,20,0.2633463198788096
10,11,0.07906478608342277
10,12,0.1410553842936333
10,13,0.14264523814204508
10,14,0.07836348879977216
10,15,0.10634019658470124
10,16,0.15415485038632418
10,17,0.19453294571706503
10,18,0.1584912563739335
10,19,0.16698575800340865
10,20,0.19599033835013852
11,12,0.06245461027779517
11,13,0.22154870451302455
11,14,0.13200464302149376
11,15,0.10332510065821411
11,16,0.11445697165147578
11,17,0.2724475724362968
11,18,0.2207651329798377
11,19,0.2037499328454684
11,20,0.20637190934985022
12,13,0.2836985335781319
12,14,0.19090905385080228
12,15,0.1446532813724814
12,16,0.12575352120066188
12,17,0.3348929253165967
12,18,0.2797083717470619
12,19,0.2533043228969905
12,20,0.24204374018017036
13,14,0.12574302518652078
13,15,0.20453119808355885
13,16,0.26834965980891834
13,17,0.055767920256763526
13,18,0.10789234108342707
13,19,0.17698227884774234
13,20,0.24093837917950084
14,15,0.07952940634353522
14,16,0.14427850041640802
14,17,0.16202494677965323
14,18,0.0889013776423095
14,19,0.08995688151045066
14,20,0.13184049968428943
15,16,0.0649588358788801
15,17,0.24114897046013525
15,18,0.154321824708493
15,19,0.110194597453869
15,20,0.10311572058005039
16,17,0.3060910444052429
16,18,0.21681573320778297
16,19,0.16135352672524764
16,20,0.1263171287291275
17,18,0.11030830390522445
17,19,0.18815626025969776
17,20,0.25682455304870366
18,19,0.07817491173034194
18,20,0.14737982345038098
19,20,0.06938031478931644
